source_registry,source_group,dataset,field_name,field_family,route,selector_allowed,pit_rule,priority,asset_status,integration_hint,panel_materialized,panel_aliases,factor_pack_referenced,factor_pack_aliases,factor_pack_names,selector_selected,selector_aliases,availability_executable_seen,availability_aliases,blocked_or_metadata,high_value_family,integration_status,recommended_repair_action,repair_priority_score,searcher_lane,searcher_suitability,adaptation_proof_status,promotion_gate,should_enter_direct_formula_search,should_enter_event_state_machine,should_enter_regime_or_context_gate,should_enter_tradability_gate,should_remain_blocked_from_search,needs_bounded_factor_pack,needs_pit_sidecar_or_ingestion,classification_reason
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,balance_sheet_report_em,PREFERRED_SHARES_PAYBALE,capacity_size,announcement_pit_feature,candidate_after_pit_contract,use notice/disclosure date plus conservative next-trading-day lag,high,registered,nan,True,ctx_fulla_bs_preferred_shares_paybale|ctx_fulla_bs_preferred_shares_paybale_yoy,True,ctx_fulla_bs_preferred_shares_paybale|ctx_fulla_bs_preferred_shares_paybale_yoy,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603.json,False,nan,False,nan,False,True,integrated_selector_ready,replay_style_cost_audit_if_selected,5.6,announcement_pit_formula_lane,direct_formula_candidate_after_notice_lag,formula_search_ready_unselected_or_prior_selected_elsewhere,eligible_for_selector_canary_or_pool_priority_review,True,False,False,False,False,False,False,announcement fields can enter formulas only after PIT notice/lag contract
new_data_asset_integration,fundamental_pit_silver,fundamental_balance_long,PREFERRED_SHARES_PAYBALE,capacity_size,announcement_pit_feature,true_after_notice_date,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden,high,accepted,panelize_selected_ratios_into_nonminute_pit_context,True,ctx_fulla_bs_preferred_shares_paybale|ctx_fulla_bs_preferred_shares_paybale_yoy,True,ctx_fulla_bs_preferred_shares_paybale|ctx_fulla_bs_preferred_shares_paybale_yoy,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603.json,False,nan,False,nan,False,True,integrated_selector_ready,replay_style_cost_audit_if_selected,5.6,announcement_pit_formula_lane,direct_formula_candidate_after_notice_lag,formula_search_ready_unselected_or_prior_selected_elsewhere,eligible_for_selector_canary_or_pool_priority_review,True,False,False,False,False,False,False,announcement fields can enter formulas only after PIT notice/lag contract
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,balance_sheet_report_em,PREFERRED_SHARES_PAYBALE_YOY,capacity_size,announcement_pit_feature,candidate_after_pit_contract,use notice/disclosure date plus conservative next-trading-day lag,high,registered,nan,True,ctx_fulla_bs_preferred_shares_paybale_yoy,True,ctx_fulla_bs_preferred_shares_paybale_yoy,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603.json,False,nan,False,nan,False,True,integrated_selector_ready,replay_style_cost_audit_if_selected,5.6,announcement_pit_formula_lane,direct_formula_candidate_after_notice_lag,formula_search_ready_unselected_or_prior_selected_elsewhere,eligible_for_selector_canary_or_pool_priority_review,True,False,False,False,False,False,False,announcement fields can enter formulas only after PIT notice/lag contract
new_data_asset_integration,fundamental_pit_silver,fundamental_balance_long,PREFERRED_SHARES_PAYBALE_YOY,capacity_size,announcement_pit_feature,true_after_notice_date,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden,high,accepted,panelize_selected_ratios_into_nonminute_pit_context,True,ctx_fulla_bs_preferred_shares_paybale_yoy,True,ctx_fulla_bs_preferred_shares_paybale_yoy,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603.json,False,nan,False,nan,False,True,integrated_selector_ready,replay_style_cost_audit_if_selected,5.6,announcement_pit_formula_lane,direct_formula_candidate_after_notice_lag,formula_search_ready_unselected_or_prior_selected_elsewhere,eligible_for_selector_canary_or_pool_priority_review,True,False,False,False,False,False,False,announcement fields can enter formulas only after PIT notice/lag contract
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,balance_sheet_report_em,PREFERRED_SHARES_YOY,capacity_size,announcement_pit_feature,candidate_after_pit_contract,use notice/disclosure date plus conservative next-trading-day lag,high,registered,nan,True,ctx_fulla_bs_preferred_shares_yoy,True,ctx_fulla_bs_preferred_shares_yoy,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603.json,False,nan,False,nan,False,True,integrated_selector_ready,replay_style_cost_audit_if_selected,5.6,announcement_pit_formula_lane,direct_formula_candidate_after_notice_lag,formula_search_ready_unselected_or_prior_selected_elsewhere,eligible_for_selector_canary_or_pool_priority_review,True,False,False,False,False,False,False,announcement fields can enter formulas only after PIT notice/lag contract
new_data_asset_integration,fundamental_pit_silver,fundamental_balance_long,PREFERRED_SHARES_YOY,capacity_size,announcement_pit_feature,true_after_notice_date,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden,high,accepted,panelize_selected_ratios_into_nonminute_pit_context,True,ctx_fulla_bs_preferred_shares_yoy,True,ctx_fulla_bs_preferred_shares_yoy,cn_phase3ad_new_data_factor_candidate_pack_v1_20260603.json,False,nan,False,nan,False,True,integrated_selector_ready,replay_style_cost_audit_if_selected,5.6,announcement_pit_formula_lane,direct_formula_candidate_after_notice_lag,formula_search_ready_unselected_or_prior_selected_elsewhere,eligible_for_selector_canary_or_pool_priority_review,True,False,False,False,False,False,False,announcement fields can enter formulas only after PIT notice/lag contract
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,balance_sheet_report_em,SHARE_CAPITAL,capacity_size,announcement_pit_feature,candidate_after_pit_contract,use notice/disclosure date plus conservative next-trading-day lag,high,registered,nan,True,ctx_fulla_bs_share_capital|ctx_fulla_bs_share_capital_yoy,True,ctx_fulla_bs_share_capital|ctx_fulla_bs_share_capital_yoy,cn_phase3ad_new_data_factor_candidate_pack_coverage_filtered_v1_20260603.json|cn_phase3ad_new_data_factor_candidate_pack_v1_20260603.json,False,nan,False,nan,False,True,integrated_selector_ready,replay_style_cost_audit_if_selected,5.6,announcement_pit_formula_lane,direct_formula_candidate_after_notice_lag,formula_search_ready_unselected_or_prior_selected_elsewhere,eligible_for_selector_canary_or_pool_priority_review,True,False,False,False,False,False,False,announcement fields can enter formulas only after PIT notice/lag contract
new_data_asset_integration,fundamental_pit_silver,fundamental_balance_long,SHARE_CAPITAL,capacity_size,announcement_pit_feature,true_after_notice_date,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden,high,accepted,panelize_selected_ratios_into_nonminute_pit_context,True,ctx_fulla_bs_share_capital|ctx_fulla_bs_share_capital_yoy,True,ctx_fulla_bs_share_capital|ctx_fulla_bs_share_capital_yoy,cn_phase3ad_new_data_factor_candidate_pack_coverage_filtered_v1_20260603.json|cn_phase3ad_new_data_factor_candidate_pack_v1_20260603.json,False,nan,False,nan,False,True,integrated_selector_ready,replay_style_cost_audit_if_selected,5.6,announcement_pit_formula_lane,direct_formula_candidate_after_notice_lag,formula_search_ready_unselected_or_prior_selected_elsewhere,eligible_for_selector_canary_or_pool_priority_review,True,False,False,False,False,False,False,announcement fields can enter formulas only after PIT notice/lag contract
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,balance_sheet_report_em,SHARE_CAPITAL_YOY,capacity_size,announcement_pit_feature,candidate_after_pit_contract,use notice/disclosure date plus conservative next-trading-day lag,high,registered,nan,True,ctx_fulla_bs_share_capital_yoy,True,ctx_fulla_bs_share_capital_yoy,cn_phase3ad_new_data_factor_candidate_pack_coverage_filtered_v1_20260603.json|cn_phase3ad_new_data_factor_candidate_pack_v1_20260603.json,False,nan,False,nan,False,True,integrated_selector_ready,replay_style_cost_audit_if_selected,5.6,announcement_pit_formula_lane,direct_formula_candidate_after_notice_lag,formula_search_ready_unselected_or_prior_selected_elsewhere,eligible_for_selector_canary_or_pool_priority_review,True,False,False,False,False,False,False,announcement fields can enter formulas only after PIT notice/lag contract
new_data_asset_integration,fundamental_pit_silver,fundamental_balance_long,SHARE_CAPITAL_YOY,capacity_size,announcement_pit_feature,true_after_notice_date,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden,high,accepted,panelize_selected_ratios_into_nonminute_pit_context,True,ctx_fulla_bs_share_capital_yoy,True,ctx_fulla_bs_share_capital_yoy,cn_phase3ad_new_data_factor_candidate_pack_coverage_filtered_v1_20260603.json|cn_phase3ad_new_data_factor_candidate_pack_v1_20260603.json,False,nan,False,nan,False,True,integrated_selector_ready,replay_style_cost_audit_if_selected,5.6,announcement_pit_formula_lane,direct_formula_candidate_after_notice_lag,formula_search_ready_unselected_or_prior_selected_elsewhere,eligible_for_selector_canary_or_pool_priority_review,True,False,False,False,False,False,False,announcement fields can enter formulas only after PIT notice/lag contract
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,balance_sheet_report_em,TREASURY_SHARES,capacity_size,announcement_pit_feature,candidate_after_pit_contract,use notice/disclosure date plus conservative next-trading-day lag,high,registered,nan,True,ctx_fulla_bs_treasury_shares|ctx_fulla_bs_treasury_shares_yoy,True,ctx_fulla_bs_treasury_shares|ctx_fulla_bs_treasury_shares_yoy,cn_phase3ad_new_data_factor_candidate_pack_coverage_filtered_v1_20260603.json|cn_phase3ad_new_data_factor_candidate_pack_v1_20260603.json,False,nan,False,nan,False,True,integrated_selector_ready,replay_style_cost_audit_if_selected,5.6,announcement_pit_formula_lane,direct_formula_candidate_after_notice_lag,formula_search_ready_unselected_or_prior_selected_elsewhere,eligible_for_selector_canary_or_pool_priority_review,True,False,False,False,False,False,False,announcement fields can enter formulas only after PIT notice/lag contract
new_data_asset_integration,fundamental_pit_silver,fundamental_balance_long,TREASURY_SHARES,capacity_size,announcement_pit_feature,true_after_notice_date,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden,high,accepted,panelize_selected_ratios_into_nonminute_pit_context,True,ctx_fulla_bs_treasury_shares|ctx_fulla_bs_treasury_shares_yoy,True,ctx_fulla_bs_treasury_shares|ctx_fulla_bs_treasury_shares_yoy,cn_phase3ad_new_data_factor_candidate_pack_coverage_filtered_v1_20260603.json|cn_phase3ad_new_data_factor_candidate_pack_v1_20260603.json,False,nan,False,nan,False,True,integrated_selector_ready,replay_style_cost_audit_if_selected,5.6,announcement_pit_formula_lane,direct_formula_candidate_after_notice_lag,formula_search_ready_unselected_or_prior_selected_elsewhere,eligible_for_selector_canary_or_pool_priority_review,True,False,False,False,False,False,False,announcement fields can enter formulas only after PIT notice/lag contract
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,balance_sheet_report_em,TREASURY_SHARES_YOY,capacity_size,announcement_pit_feature,candidate_after_pit_contract,use notice/disclosure date plus conservative next-trading-day lag,high,registered,nan,True,ctx_fulla_bs_treasury_shares_yoy,True,ctx_fulla_bs_treasury_shares_yoy,cn_phase3ad_new_data_factor_candidate_pack_coverage_filtered_v1_20260603.json|cn_phase3ad_new_data_factor_candidate_pack_v1_20260603.json,False,nan,False,nan,False,True,integrated_selector_ready,replay_style_cost_audit_if_selected,5.6,announcement_pit_formula_lane,direct_formula_candidate_after_notice_lag,formula_search_ready_unselected_or_prior_selected_elsewhere,eligible_for_selector_canary_or_pool_priority_review,True,False,False,False,False,False,False,announcement fields can enter formulas only after PIT notice/lag contract
new_data_asset_integration,fundamental_pit_silver,fundamental_balance_long,TREASURY_SHARES_YOY,capacity_size,announcement_pit_feature,true_after_notice_date,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden,high,accepted,panelize_selected_ratios_into_nonminute_pit_context,True,ctx_fulla_bs_treasury_shares_yoy,True,ctx_fulla_bs_treasury_shares_yoy,cn_phase3ad_new_data_factor_candidate_pack_coverage_filtered_v1_20260603.json|cn_phase3ad_new_data_factor_candidate_pack_v1_20260603.json,False,nan,False,nan,False,True,integrated_selector_ready,replay_style_cost_audit_if_selected,5.6,announcement_pit_formula_lane,direct_formula_candidate_after_notice_lag,formula_search_ready_unselected_or_prior_selected_elsewhere,eligible_for_selector_canary_or_pool_priority_review,True,False,False,False,False,False,False,announcement fields can enter formulas only after PIT notice/lag contract
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,rzrq_margin_xsection,FIN_BALANCE_GR,leverage_flow,lagged_daily_context_feature,candidate_or_regime_interaction,same-day daily summary forbidden for open/morning decisions; use lagged context,high,registered,nan,True,ctx_rzrq_fin_balance_gr,True,ctx_rzrq_fin_balance_gr,cn_integrated_feature_factor_candidate_pack_v1_20260602.json,False,nan,False,nan,False,True,integrated_selector_ready,replay_style_cost_audit_if_selected,5.4,lagged_daily_formula_lane,direct_formula_candidate_lagged,formula_search_ready_unselected_or_prior_selected_elsewhere,eligible_for_selector_canary_or_pool_priority_review,True,False,False,False,False,False,False,daily valuation/liquidity/capacity fields can enter formulas with lagged availability
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,rzrq_margin_xsection,RQCHL,leverage_flow,lagged_daily_context_feature,candidate_or_regime_interaction,same-day daily summary forbidden for open/morning decisions; use lagged context,high,registered,nan,True,ctx_rzrq_rqchl|ctx_rzrq_rqchl10d|ctx_rzrq_rqchl3d|ctx_rzrq_rqchl5d,True,ctx_rzrq_rqchl|ctx_rzrq_rqchl10d|ctx_rzrq_rqchl3d|ctx_rzrq_rqchl5d,cn_integrated_feature_factor_candidate_pack_v1_20260602.json,False,nan,False,nan,False,True,integrated_selector_ready,replay_style_cost_audit_if_selected,5.4,lagged_daily_formula_lane,direct_formula_candidate_lagged,formula_search_ready_unselected_or_prior_selected_elsewhere,eligible_for_selector_canary_or_pool_priority_review,True,False,False,False,False,False,False,daily valuation/liquidity/capacity fields can enter formulas with lagged availability
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,rzrq_margin_xsection,RQCHL10D,leverage_flow,lagged_daily_context_feature,candidate_or_regime_interaction,same-day daily summary forbidden for open/morning decisions; use lagged context,high,registered,nan,True,ctx_rzrq_rqchl10d,True,ctx_rzrq_rqchl10d,cn_integrated_feature_factor_candidate_pack_v1_20260602.json,False,nan,False,nan,False,True,integrated_selector_ready,replay_style_cost_audit_if_selected,5.4,lagged_daily_formula_lane,direct_formula_candidate_lagged,formula_search_ready_unselected_or_prior_selected_elsewhere,eligible_for_selector_canary_or_pool_priority_review,True,False,False,False,False,False,False,daily valuation/liquidity/capacity fields can enter formulas with lagged availability
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,rzrq_margin_xsection,RQCHL3D,leverage_flow,lagged_daily_context_feature,candidate_or_regime_interaction,same-day daily summary forbidden for open/morning decisions; use lagged context,high,registered,nan,True,ctx_rzrq_rqchl3d,True,ctx_rzrq_rqchl3d,cn_integrated_feature_factor_candidate_pack_v1_20260602.json,False,nan,False,nan,False,True,integrated_selector_ready,replay_style_cost_audit_if_selected,5.4,lagged_daily_formula_lane,direct_formula_candidate_lagged,formula_search_ready_unselected_or_prior_selected_elsewhere,eligible_for_selector_canary_or_pool_priority_review,True,False,False,False,False,False,False,daily valuation/liquidity/capacity fields can enter formulas with lagged availability
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,rzrq_margin_xsection,RQCHL5D,leverage_flow,lagged_daily_context_feature,candidate_or_regime_interaction,same-day daily summary forbidden for open/morning decisions; use lagged context,high,registered,nan,True,ctx_rzrq_rqchl5d,True,ctx_rzrq_rqchl5d,cn_integrated_feature_factor_candidate_pack_v1_20260602.json,False,nan,False,nan,False,True,integrated_selector_ready,replay_style_cost_audit_if_selected,5.4,lagged_daily_formula_lane,direct_formula_candidate_lagged,formula_search_ready_unselected_or_prior_selected_elsewhere,eligible_for_selector_canary_or_pool_priority_review,True,False,False,False,False,False,False,daily valuation/liquidity/capacity fields can enter formulas with lagged availability
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,rzrq_margin_xsection,RZCHE5D,leverage_flow,lagged_daily_context_feature,candidate_or_regime_interaction,same-day daily summary forbidden for open/morning decisions; use lagged context,high,registered,nan,True,ctx_rzrq_rzche5d|ctx_rzrq_rzche5d_nonminute,True,ctx_rzrq_rzche5d,cn_integrated_feature_factor_candidate_pack_v1_20260602.json|cn_integrated_feature_factor_candidate_pack_v2_20260602.json|cn_integrated_feature_factor_candidate_pack_v2_coverage_aware_20260603.json,False,nan,False,nan,False,True,integrated_selector_ready,replay_style_cost_audit_if_selected,5.4,lagged_daily_formula_lane,direct_formula_candidate_lagged,formula_search_ready_unselected_or_prior_selected_elsewhere,eligible_for_selector_canary_or_pool_priority_review,True,False,False,False,False,False,False,daily valuation/liquidity/capacity fields can enter formulas with lagged availability
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,rzrq_margin_xsection,RZMRE3D,leverage_flow,lagged_daily_context_feature,candidate_or_regime_interaction,same-day daily summary forbidden for open/morning decisions; use lagged context,high,registered,nan,True,ctx_rzrq_rzmre3d,True,ctx_rzrq_rzmre3d,cn_integrated_feature_factor_candidate_pack_v1_20260602.json,False,nan,False,nan,False,True,integrated_selector_ready,replay_style_cost_audit_if_selected,5.4,lagged_daily_formula_lane,direct_formula_candidate_lagged,formula_search_ready_unselected_or_prior_selected_elsewhere,eligible_for_selector_canary_or_pool_priority_review,True,False,False,False,False,False,False,daily valuation/liquidity/capacity fields can enter formulas with lagged availability
