source,field,family,materialized,selector_status,priority,allowed_transforms,pit_policy,next_action,table_id,route,gap,recommended_transforms_from_registry
minute_panel_v2,m1_first15_vol,minute_flow_liquidity,True,selector_candidate,high,xsection_rank|zscore_by_date|first_window_share|amount_vol_ratio|interaction_with_daily_liquidity,usable only after the observed minute window closes; future bars forbidden,add_named_factor_pack_templates_and_selector_attribution,,,,
minute_panel_v2,m1_first15_amount,minute_flow_liquidity,True,selector_candidate,high,xsection_rank|zscore_by_date|first_window_share|amount_vol_ratio|interaction_with_daily_liquidity,usable only after the observed minute window closes; future bars forbidden,add_named_factor_pack_templates_and_selector_attribution,,,,
minute_panel_v2,m1_first15_high,minute_range_volatility,True,selector_candidate,medium,early_range|range_to_day_range|volatility_bucket|xsection_rank,usable only after the observed minute window closes; future bars forbidden,eligible_for_factor_pack_template,,,,
minute_panel_v2,m1_first15_low,minute_range_volatility,True,selector_candidate,medium,early_range|range_to_day_range|volatility_bucket|xsection_rank,usable only after the observed minute window closes; future bars forbidden,eligible_for_factor_pack_template,,,,
minute_panel_v2,m1_first15_last_close,minute_other,True,selector_candidate,low,lagged_level|zscore|rank_xsection,usable only after the observed minute window closes; future bars forbidden,eligible_for_factor_pack_template,,,,
minute_panel_v2,m1_first15_vwap,minute_vwap_pressure,True,selector_candidate,high,vwap_return|open_pressure|window_comparison_5_15_30|xsection_rank,usable only after the observed minute window closes; future bars forbidden,eligible_for_factor_pack_template,,,,
minute_panel_v2,m1_first30_bars,minute_coverage,True,selector_candidate,low,lagged_level|zscore|rank_xsection,usable only after the observed minute window closes; future bars forbidden,eligible_for_factor_pack_template,,,,
minute_panel_v2,m1_first30_vol,minute_flow_liquidity,True,selector_candidate,high,xsection_rank|zscore_by_date|first_window_share|amount_vol_ratio|interaction_with_daily_liquidity,usable only after the observed minute window closes; future bars forbidden,add_named_factor_pack_templates_and_selector_attribution,,,,
minute_panel_v2,m1_first30_amount,minute_flow_liquidity,True,selector_candidate,high,xsection_rank|zscore_by_date|first_window_share|amount_vol_ratio|interaction_with_daily_liquidity,usable only after the observed minute window closes; future bars forbidden,add_named_factor_pack_templates_and_selector_attribution,,,,
minute_panel_v2,m1_first30_high,minute_range_volatility,True,selector_candidate,medium,early_range|range_to_day_range|volatility_bucket|xsection_rank,usable only after the observed minute window closes; future bars forbidden,eligible_for_factor_pack_template,,,,
minute_panel_v2,m1_first30_low,minute_range_volatility,True,selector_candidate,medium,early_range|range_to_day_range|volatility_bucket|xsection_rank,usable only after the observed minute window closes; future bars forbidden,eligible_for_factor_pack_template,,,,
minute_panel_v2,m1_first30_last_close,minute_other,True,selector_candidate,low,lagged_level|zscore|rank_xsection,usable only after the observed minute window closes; future bars forbidden,eligible_for_factor_pack_template,,,,
minute_panel_v2,m1_first30_vwap,minute_vwap_pressure,True,selector_candidate,high,vwap_return|open_pressure|window_comparison_5_15_30|xsection_rank,usable only after the observed minute window closes; future bars forbidden,eligible_for_factor_pack_template,,,,
minute_panel_v2,m1_open_gap_vs_preclose,minute_return_pressure,True,selector_candidate,high,gap|early_return|first_window_vs_close_diagnostic|xsection_rank,usable only after the observed minute window closes; future bars forbidden,eligible_for_factor_pack_template,,,,
minute_panel_v2,m1_first5_vwap_return_vs_open,minute_vwap_pressure,True,selector_candidate,high,vwap_return|open_pressure|window_comparison_5_15_30|xsection_rank,usable only after the observed minute window closes; future bars forbidden,eligible_for_factor_pack_template,,,,
minute_panel_v2,m1_first5_last_return_vs_open,minute_return_pressure,True,selector_candidate,high,gap|early_return|first_window_vs_close_diagnostic|xsection_rank,usable only after the observed minute window closes; future bars forbidden,eligible_for_factor_pack_template,,,,
minute_panel_v2,m1_first5_range,minute_range_volatility,True,selector_candidate,medium,early_range|range_to_day_range|volatility_bucket|xsection_rank,usable only after the observed minute window closes; future bars forbidden,eligible_for_factor_pack_template,,,,
minute_panel_v2,label_m1_first5_vwap_to_close,label_forbidden,True,blocked_not_selector_input,blocked,none,future label; selector forbidden,keep_for_audit_or_label_only,,,,
minute_panel_v2,m1_first15_vwap_return_vs_open,minute_vwap_pressure,True,selector_candidate,high,vwap_return|open_pressure|window_comparison_5_15_30|xsection_rank,usable only after the observed minute window closes; future bars forbidden,eligible_for_factor_pack_template,,,,
minute_panel_v2,m1_first15_last_return_vs_open,minute_return_pressure,True,selector_candidate,high,gap|early_return|first_window_vs_close_diagnostic|xsection_rank,usable only after the observed minute window closes; future bars forbidden,eligible_for_factor_pack_template,,,,
minute_panel_v2,m1_first15_range,minute_range_volatility,True,selector_candidate,medium,early_range|range_to_day_range|volatility_bucket|xsection_rank,usable only after the observed minute window closes; future bars forbidden,eligible_for_factor_pack_template,,,,
minute_panel_v2,label_m1_first15_vwap_to_close,label_forbidden,True,blocked_not_selector_input,blocked,none,future label; selector forbidden,keep_for_audit_or_label_only,,,,
minute_panel_v2,m1_first30_vwap_return_vs_open,minute_vwap_pressure,True,selector_candidate,high,vwap_return|open_pressure|window_comparison_5_15_30|xsection_rank,usable only after the observed minute window closes; future bars forbidden,eligible_for_factor_pack_template,,,,
minute_panel_v2,m1_first30_last_return_vs_open,minute_return_pressure,True,selector_candidate,high,gap|early_return|first_window_vs_close_diagnostic|xsection_rank,usable only after the observed minute window closes; future bars forbidden,eligible_for_factor_pack_template,,,,
minute_panel_v2,m1_first30_range,minute_range_volatility,True,selector_candidate,medium,early_range|range_to_day_range|volatility_bucket|xsection_rank,usable only after the observed minute window closes; future bars forbidden,eligible_for_factor_pack_template,,,,
minute_panel_v2,label_m1_first30_vwap_to_close,label_forbidden,True,blocked_not_selector_input,blocked,none,future label; selector forbidden,keep_for_audit_or_label_only,,,,
minute_panel_v2,label_open_to_close,label_forbidden,True,blocked_not_selector_input,blocked,none,future label; selector forbidden,keep_for_audit_or_label_only,,,,
minute_panel_v2,label_day_range,label_forbidden,True,blocked_not_selector_input,blocked,none,future label; selector forbidden,keep_for_audit_or_label_only,,,,
minute_panel_v2,signal_date,key,True,blocked_not_selector_input,blocked,none,usable only after the observed minute window closes; future bars forbidden,keep_for_audit_or_label_only,,,,
nonminute_pit_context_panel_v1,date,key,True,blocked_not_selector_input,blocked,none,lagged or timestamp-safe use only,keep_for_audit_or_label_only,,,,
nonminute_pit_context_panel_v1,code,key,True,blocked_not_selector_input,blocked,none,lagged or timestamp-safe use only,keep_for_audit_or_label_only,,,,
nonminute_pit_context_panel_v1,year,key,True,blocked_not_selector_input,blocked,none,lagged or timestamp-safe use only,keep_for_audit_or_label_only,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rzye,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rzrqye,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rqye,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rzmre,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rzche,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rzjme,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rqmcl,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rqchl,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rqjmg,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rzyezb,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rzmre3d,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rzmre5d,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rzmre10d,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rzche3d,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rzche5d,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rzche10d,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rzjme3d,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rzjme5d,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rzjme10d,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rqmcl3d,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rqmcl5d,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rqmcl10d,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rqchl3d,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rqchl5d,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rqchl10d,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rqjmg3d,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rqjmg5d,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_rqjmg10d,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_fin_balance_gr,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_spj,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_rzrq_zdf,rzrq_flow_leverage,True,selector_candidate,high,lagged_level|delta_3_5_10|net_flow_ratio|zscore_20|rank_xsection|liquidity_interaction,lagged or timestamp-safe use only,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,meta_rzrq_available_date,audit_meta_forbidden,True,blocked_not_selector_input,blocked,none,lagged or timestamp-safe use only,keep_for_audit_or_label_only,,,,
nonminute_pit_context_panel_v1,ctx_fund_bs_total_assets,fundamental_balance_risk,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_bs_total_liabilities,fundamental_balance_risk,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_bs_total_equity,fundamental_balance_risk,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_bs_total_current_assets,fundamental_balance_risk,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_bs_total_current_liab,fundamental_balance_risk,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_bs_total_noncurrent_assets,fundamental_balance_risk,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_bs_total_noncurrent_liab,fundamental_balance_risk,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_bs_monetaryfunds,fundamental_balance_risk,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_bs_inventory,fundamental_balance_risk,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_bs_goodwill,fundamental_balance_risk,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_bs_fixed_asset,fundamental_balance_risk,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_bs_intangible_asset,fundamental_balance_risk,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_bs_accounts_rece,fundamental_balance_risk,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_bs_accounts_payable,fundamental_balance_risk,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_bs_debt_to_assets,fundamental_balance_risk,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_bs_cash_to_assets,fundamental_balance_risk,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_bs_goodwill_to_assets,fundamental_balance_risk,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_bs_inventory_to_assets,fundamental_balance_risk,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,meta_fund_bs_available_date,audit_meta_forbidden,True,blocked_not_selector_input,blocked,none,lagged or timestamp-safe use only,keep_for_audit_or_label_only,,,,
nonminute_pit_context_panel_v1,ctx_fund_ps_total_operate_income,fundamental_income_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_ps_operate_income,fundamental_income_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_ps_total_operate_cost,fundamental_income_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_ps_operate_cost,fundamental_income_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_ps_research_expense,fundamental_income_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_ps_sale_expense,fundamental_income_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_ps_manage_expense,fundamental_income_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_ps_finance_expense,fundamental_income_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_ps_operate_profit,fundamental_income_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_ps_total_profit,fundamental_income_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_ps_netprofit,fundamental_income_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_ps_parent_netprofit,fundamental_income_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_ps_deduct_parent_netprofit,fundamental_income_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
