candidate_uid,cluster_id,source_scope,source_phase,representative_expression,canonical_expression,representative_candidate_id,source_lane,field_families,operator_families,retained_by_j2,retained_by_j4_relaxed,new_vs_149_proxy,known_vs_149_reason,max_corr_to_149_registry_proxy,p90_turnover,median_turnover,cost_adjusted_score,capacity_proxy,median_amount_20d,limit_hit_rate,suspension_rate,raw_pass_count,deployable_count,champion_score,grade,discovery_strength_component,book_readiness_component,cost_proxy_component,turnover_component,capacity_component,novelty_corr_component,feasibility_component,penalties,proof_gaps,champion_decision,merged_duplicate_candidate_uids,duplicate_candidate_count,legacy_cluster_id
registry149:registry_119,registry_119,registry_149,Phase3E,"CSRank(Mul(CSRank(Std($open,34)),Corr($high,Mean($final_float_market_cap,8),21)))","CSRank(Mul(CSRank(Std($open,34)),Corr($high,Mean($final_float_market_cap,8),21)))",agnostic-freeform-907e27620b0f,agnostic_freeform_ast,$final_float_market_cap|$high|$open,CSRank|Corr|Mean|Mul|Std,False,False,False,registry_member,,0.231187,0.242308,2.765135,,,,,1,1,49.603955,C,0.437498,0.28,0.553027,0.641751,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_119,1,cluster_048
phase3k_b_fresh:s52_cluster_003,s52_cluster_003,kb_fresh_g2,Phase3K-B,CSRank($close),CSRank($close),stockpit-cem_adaptive_grammar-f32782f94940,r0_cem_led,price,CSRank,False,False,False,signal_collision_ge_0p80,1.0,0.381506,0.052267,3.347058,31314104.342725,993165275.428571,0.00919,0.0,3,3,49.173974,C,0.768176,0.45,0.669412,0.327741,0.612415,0.1,0.923417,near_registry_duplicate,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,phase3k_b_fresh:s52_cluster_003,1,
registry149:registry_110,registry_110,registry_149,Phase3E,"CSRank(CSResidual(ZScore(Mean(Abs(Delta($low,1)),3)),CSRank(Std($final_float_market_cap,2))))","CSRank(CSResidual(ZScore(Mean(Abs(Delta($low,1)),3)),CSRank(Std($final_float_market_cap,2))))",agnostic-freeform-7d3e40644ec1,agnostic_freeform_ast,$final_float_market_cap|$low,Abs|CSRank|CSResidual|Delta|Mean|Std|ZScore,False,False,False,registry_member,,0.388265,0.407238,3.441123,,,,,1,1,49.135329,C,0.511857,0.28,0.688225,0.317602,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_110,1,cluster_023
registry149:registry_114,registry_114,registry_149,Phase3E,"CSRank(CSResidual(ZScore($vwap),CSRank(Delta($low,5))))","CSRank(CSResidual(ZScore($vwap),CSRank(Delta($low,5))))",agnostic-freeform-d8bd7f2e111e,agnostic_freeform_ast,$low|$vwap,CSRank|CSResidual|Delta|ZScore,False,False,False,registry_member,,0.303845,0.330058,3.097287,,,,,1,1,48.838256,C,0.474035,0.28,0.619457,0.444233,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_114,1,cluster_038
phase3k_b_fresh:s54_cluster_004,s54_cluster_004,kb_fresh_g2,Phase3K-B,"CSRank(Sub(ZScore(Mean($close,21)),ZScore(Delta($turnover_rate,5))))","CSRank(Sub(ZScore(Mean($close,21)),ZScore(Delta($turnover_rate,5))))",agnostic-freeform-0d31b5cc990d,agnostic_freeform_ast,flow|price,CSRank|Delta|Mean|Sub|ZScore,False,False,True,,0.571008,0.456125,0.456125,5.541102,15712530.164062,863082118.4,0.025581,0.0,1,1,48.067851,C,0.683333,0.45,1.0,0.215813,0.382217,0.628992,0.786825,high_p90_turnover,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,phase3k_b_fresh:s54_cluster_004,1,
phase3j_locked:cluster_047,cluster_047,phase3j_locked_book,Phase3J,"CSRank(Add(CSRank(Std($open,34)),ZScore(Delta($low,21))))","CSRank(Add(CSRank(Std($open,34)),ZScore(Delta($low,21))))",agnostic-freeform-9a5a8019cc7c,agnostic_freeform_ast,price,Add|CSRank|Delta|Std|ZScore,True,True,False,existing_locked_phase3j_book,,0.187796,0.187796,0.314065,19506730.931641,1066713753.6,0.038356,0.0,1,1,47.914457,C,0.16788,1.0,0.062813,0.699605,0.45442,0.55,0.680367,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,phase3j_locked:cluster_047,1,
phase3j_locked:cluster_055,cluster_055,phase3j_locked_book,Phase3J,"CSRank(Mul(CSRank(Std($open,8)),Mul(CSRank(Delta($low,5)),Sign(Mean($final_total_market_cap,34)))))","CSRank(Mul(CSRank(Std($open,8)),Mul(CSRank(Delta($low,5)),Sign(Mean($final_total_market_cap,34)))))",agnostic-freeform-215860553bf6,agnostic_freeform_ast,cap|price,CSRank|Delta|Mean|Mul|Sign|Std,True,True,False,existing_locked_phase3j_book,,0.285522,0.285522,0.721591,17979098.833008,818979424.0,0.044536,0.0,1,1,47.804881,C,0.212708,1.0,0.144318,0.569304,0.427198,0.55,0.628867,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,phase3j_locked:cluster_055,1,
registry149:registry_115,registry_115,registry_149,Phase3E,"CSRank(Add(ZScore(Mean($high,5)),Sign(Mom($close,2))))","CSRank(Add(ZScore(Mean($high,5)),Sign(Mom($close,2))))",agnostic-freeform-9e503df15f34,agnostic_freeform_ast,$close|$high,Add|CSRank|Mean|Mom|Sign|ZScore,False,False,False,registry_member,,0.37319,0.40776,3.153645,,,,,1,1,47.721286,C,0.480234,0.28,0.630729,0.340215,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_115,1,cluster_039
phase3j_locked:cluster_034,cluster_034,phase3j_locked_book,Phase3J,"CSRank(Mul(Sign($final_float_market_cap),Corr(Mom($high,21),Delta($low,21),21)))","CSRank(Mul(Sign($final_float_market_cap),Corr(Mom($high,21),Delta($low,21),21)))",agnostic-freeform-4bb97f423d04,agnostic_freeform_ast,cap|price,CSRank|Corr|Delta|Mom|Mul|Sign,True,True,False,existing_locked_phase3j_book,,0.256782,0.256782,1.061185,8723720.128125,290493855.15,0.050075,0.0,1,1,47.119673,C,0.250064,1.0,0.212237,0.607624,0.1858,0.55,0.582708,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,phase3j_locked:cluster_034,1,
phase3k_b_fresh:s54_cluster_022,s54_cluster_022,kb_fresh_g2,Phase3K-B,"Neg(CSRank(Mul(ZScore(Mean($volume,1)),ZScore(Mean($amount,1)))))","Neg(CSRank(Mul(ZScore(Mean($volume,1)),ZScore(Mean($amount,1)))))",stockpit-cem_adaptive_grammar-b2300fb07b2a,r0_cem_led,flow,CSRank|Mean|Mul|Neg|ZScore,False,False,True,,0.32534,0.284507,0.284507,1.01716,23215738.0,1016451078.4,0.023014,0.0,1,1,45.761892,C,0.245221,0.45,0.203432,0.570657,0.512527,1.0,0.808217,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,phase3k_b_fresh:s54_cluster_022,1,
registry149:registry_127,registry_127,registry_149,Phase3E,"CSRank(Mul(Sign(Mean($final_float_market_cap,34)),Mul(CSRank($vwap),CSRank($final_total_market_cap))))","CSRank(Mul(Sign(Mean($final_float_market_cap,34)),Mul(CSRank($vwap),CSRank($final_total_market_cap))))",agnostic-freeform-bf153db404b9,agnostic_freeform_ast,$final_float_market_cap|$final_total_market_cap|$vwap,CSRank|Mean|Mul|Sign,False,False,False,registry_member,,0.04463,0.057837,1.21323,,,,,1,1,45.276978,C,0.266789,0.28,0.242646,1.0,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_127,1,cluster_062
registry149:registry_147,registry_147,registry_149,Phase3H,"CSRank(CSResidual(CSRank(Mean(Abs($volume),5)),CSRank(Mean(Abs($close),21))))","CSRank(CSResidual(CSRank(Mean(Abs($volume),5)),CSRank(Mean(Abs($close),21))))",stockpit-cem_adaptive_grammar-ba2754d1bf17,r0_cem_led,$close|$volume,Abs|CSRank|CSResidual|Mean,False,False,False,registry_member,,0.081663,0.115425,1.191657,,,,,1,1,45.147108,C,0.264416,0.28,0.238331,1.0,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_147,1,cluster_147
phase3j_locked:cluster_065,cluster_065,phase3j_locked_book,Phase3J,"CSRank(Delta($low,13))","CSRank(Delta($low,13))",agnostic-freeform-d4a095d9b6b2,agnostic_freeform_ast,price,CSRank|Delta,True,True,False,existing_locked_phase3j_book,,0.231916,0.231916,0.007751,17195509.358984,880786112.8,0.042681,0.0,1,1,44.453376,C,0.134186,1.0,0.00155,0.640779,0.412323,0.55,0.644325,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,phase3j_locked:cluster_065,1,
phase3k_b_fresh:s53_cluster_014,s53_cluster_014,kb_fresh_g2,Phase3K-B,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore(Delta($close,8)),ZScore(Delta($final_float_market_cap,8)))))),Mul(ZScore(CSRank(Mul(ZScore(Delta($close,8)),ZScore(Delta($final_float_market_cap,8))))),ZScore(CSRank(Mul(ZScore(Delta($close,8)),ZScore(Delta($final_float_market_cap,8))))))))","CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore(Delta($close,8)),ZScore(Delta($final_float_market_cap,8)))))),Mul(ZScore(CSRank(Mul(ZScore(Delta($close,8)),ZScore(Delta($final_float_market_cap,8))))),ZScore(CSRank(Mul(ZScore(Delta($close,8)),ZScore(Delta($final_float_market_cap,8))))))))",fgv2-repair-nonlinearize-8c0ad6a6f3,formula_gen_v2_repair_expansion,price|size_capital,CSRank|Delta|Mul|Sign|ZScore,False,False,True,,0.324285,0.41811,0.41811,0.998102,58246788.769531,2031294113.723077,0.039366,0.0,1,1,44.072193,C,0.243125,0.45,0.19962,0.272835,0.819583,1.0,0.67195,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,phase3k_b_fresh:s53_cluster_014,1,
registry149:registry_143,registry_143,registry_149,Phase3H,"CSRank(CSResidual(ZScore(Delta($low,34)),ZScore(Mean($turnover_rate,3))))","CSRank(CSResidual(ZScore(Delta($low,34)),ZScore(Mean($turnover_rate,3))))",agnostic-freeform-16b6c661391f,replay_aware_residual,$low|$turnover_rate,CSRank|CSResidual|Delta|Mean|ZScore,False,False,False,registry_member,,0.154218,0.171286,1.562755,,,,,1,1,43.802382,C,0.305236,0.28,0.312551,0.744376,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_143,1,cluster_143
registry149:registry_130,registry_130,registry_149,Phase3E,"CSRank(Mul(ZScore(Mean(Abs(Delta($open,1)),8)),Corr(Mom($close,8),Mom($close,21),13)))","CSRank(Mul(ZScore(Mean(Abs(Delta($open,1)),8)),Corr(Mom($close,8),Mom($close,21),13)))",agnostic-freeform-095cbcaba18c,agnostic_freeform_ast,$close|$open,Abs|CSRank|Corr|Delta|Mean|Mom|Mul|ZScore,False,False,False,registry_member,,0.221523,0.238353,1.652601,,,,,1,1,43.086895,C,0.315119,0.28,0.33052,0.654636,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_130,1,cluster_066
registry149:registry_123,registry_123,registry_149,Phase3E,"CSRank(Mul(ZScore(Std($close,21)),ZScore(Std($close,5))))","CSRank(Mul(ZScore(Std($close,21)),ZScore(Std($close,5))))",stockpit-cem_adaptive_grammar-9f3d1b47cd40,r0_cem_led,$close,CSRank|Mul|Std|ZScore,False,False,False,registry_member,,0.303706,0.318159,2.105278,,,,,1,1,42.869281,C,0.364914,0.28,0.421056,0.444441,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_123,1,cluster_054
registry149:registry_117,registry_117,registry_149,Phase3E,"CSRank(CSResidual(CSRank(Std($final_total_market_cap,21)),ZScore(Std($volume,2))))","CSRank(CSResidual(CSRank(Std($final_total_market_cap,21)),ZScore(Std($volume,2))))",agnostic-freeform-dae05e7aac88,agnostic_freeform_ast,$final_total_market_cap|$volume,CSRank|CSResidual|Std|ZScore,False,False,False,registry_member,,0.261265,0.280225,1.646543,,,,,1,1,42.308576,C,0.314453,0.28,0.329309,0.601647,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_117,1,cluster_043
phase3k_b_fresh:s52_cluster_008,s52_cluster_008,kb_fresh_g2,Phase3K-B,"CSRank(Mul(ZScore($vwap),Corr(Mean($vwap,5),$high,5)))","CSRank(Mul(ZScore($vwap),Corr(Mean($vwap,5),$high,5)))",agnostic-freeform-ad4fff6465e1,agnostic_freeform_ast,price,CSRank|Corr|Mean|Mul|ZScore,False,False,True,,0.567496,0.438144,0.438144,1.430029,26349601.273633,819559992.615385,0.013917,0.0,1,1,41.830848,C,0.290637,0.45,0.286006,0.242784,0.554794,0.632504,0.884025,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,phase3k_b_fresh:s52_cluster_008,1,
registry149:registry_106,registry_106,registry_149,Phase3E,"CSRank(Mul(CSRank($volume),Mul(ZScore($final_total_market_cap),CSRank($turnover_rate))))","CSRank(Mul(CSRank($volume),Mul(ZScore($final_total_market_cap),CSRank($turnover_rate))))",agnostic-freeform-bd66e1ad942d,agnostic_freeform_ast,$final_total_market_cap|$turnover_rate|$volume,CSRank|Mul|ZScore,False,False,False,registry_member,,0.250675,0.261693,1.452882,,,,,1,1,41.340416,C,0.29315,0.28,0.290576,0.615767,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_106,1,cluster_013
registry149:registry_124,registry_124,registry_149,Phase3E,"CSRank(Add(CSRank($close),CSRank(Delta($close,13))))","CSRank(Add(CSRank($close),CSRank(Delta($close,13))))",agnostic-freeform-16120276d90f,agnostic_freeform_ast,$close,Add|CSRank|Delta,False,False,False,registry_member,,0.252748,0.264075,1.425101,,,,,1,1,41.134479,C,0.290094,0.28,0.28502,0.613003,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_124,1,cluster_055
registry149:registry_104,registry_104,registry_149,Phase3E,"CSRank(Mul(ZScore(Std($open,3)),ZScore(Mean(Abs(Delta($amount,1)),34))))","CSRank(Mul(ZScore(Std($open,3)),ZScore(Mean(Abs(Delta($amount,1)),34))))",agnostic-freeform-25f851077a93,agnostic_freeform_ast,$amount|$open,Abs|CSRank|Delta|Mean|Mul|Std|ZScore,False,False,False,registry_member,,0.307609,0.327128,1.811518,,,,,1,1,41.018883,C,0.3326,0.28,0.362304,0.438586,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_104,1,cluster_004
registry149:registry_129,registry_129,registry_149,Phase3E,"CSRank(Sub(CSRank(Mean(Abs(Delta($final_total_market_cap,1)),8)),ZScore($volume)))","CSRank(Sub(CSRank(Mean(Abs(Delta($final_total_market_cap,1)),8)),ZScore($volume)))",agnostic-freeform-f78bdb206872,agnostic_freeform_ast,$final_total_market_cap|$volume,Abs|CSRank|Delta|Mean|Sub|ZScore,False,False,False,registry_member,,0.230996,0.242022,1.200425,,,,,1,1,40.187967,C,0.26538,0.28,0.240085,0.642005,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_129,1,cluster_065
registry149:registry_144,registry_144,registry_149,Phase3H,"CSRank(Mul(CSRank($open),CSRank(Delta($high,2))))","CSRank(Mul(CSRank($open),CSRank(Delta($high,2))))",agnostic-freeform-e372c7319500,agnostic_freeform_ast,$high|$open,CSRank|Delta|Mul,False,False,False,registry_member,,0.376419,0.388325,1.803278,,,,,1,1,39.524268,C,0.331694,0.28,0.360656,0.335371,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_144,1,cluster_144
registry149:registry_133,registry_133,registry_149,Phase3E,"CSRank(Mul(ZScore(Delta($low,34)),Corr(Std($final_float_market_cap,2),Delta($volume,5),8)))","CSRank(Mul(ZScore(Delta($low,34)),Corr(Std($final_float_market_cap,2),Delta($volume,5),8)))",agnostic-freeform-77e1f014fb70,agnostic_freeform_ast,$final_float_market_cap|$low|$volume,CSRank|Corr|Delta|Mul|Std|ZScore,False,False,False,registry_member,,0.26712,0.28406,1.174954,,,,,1,1,39.360316,C,0.262578,0.28,0.234991,0.59384,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_133,1,cluster_078
phase3k_b_fresh:s52_cluster_028,s52_cluster_028,kb_fresh_g2,Phase3K-B,"Neg(CSRank(Mul(ZScore(Mean($amount,5)),ZScore(Mean($volume,1)))))","Neg(CSRank(Mul(ZScore(Mean($amount,5)),ZScore(Mean($volume,1)))))",stockpit-cem_adaptive_grammar-0704e1b1331d,r0_cem_led,flow,CSRank|Mean|Mul|Neg|ZScore,False,False,True,,0.529531,0.253753,0.253753,0.450196,22144681.590918,1072367868.8,0.034688,0.0,1,1,39.319127,C,0.182855,0.45,0.090039,0.611663,0.49676,0.670469,0.710933,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,phase3k_b_fresh:s52_cluster_028,1,
phase3k_b_fresh:s53_cluster_018,s53_cluster_018,kb_fresh_g2,Phase3K-B,"CSRank(Mul(CSRank($vwap),Mul(CSRank(Delta($vwap,21)),Sign(Delta($high,13)))))","CSRank(Mul(CSRank($vwap),Mul(CSRank(Delta($vwap,21)),Sign(Delta($high,13)))))",agnostic-freeform-43e09f8110e4,agnostic_freeform_ast,price,CSRank|Delta|Mul|Sign,False,False,True,,0.354998,0.310703,0.310703,0.313703,21242319.447461,887616192.0,0.027007,0.0,1,1,38.991069,C,0.167841,0.45,0.062741,0.433945,0.482873,1.0,0.774942,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,phase3k_b_fresh:s53_cluster_018,1,
registry149:registry_002,registry_002,registry_149,phase3D_cumulative_previous_103,"Neg(CSRank(Mul(ZScore(Delta($close,5)),ZScore(Delta($close,2)))))","Neg(CSRank(Mul(ZScore(Delta($close,5)),ZScore(Delta($close,2)))))",stockpit-cem_adaptive_grammar-a9507bc750f6,r0_cem_led,$close,CSRank|Delta|Mul|Neg|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_002,1,cluster_004
registry149:registry_003,registry_003,registry_149,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Mean(Abs($close),34)),ZScore(Mean(Abs($amount),34))))","CSRank(Mul(ZScore(Mean(Abs($close),34)),ZScore(Mean(Abs($amount),34))))",stockpit-cem_adaptive_grammar-363114a10d39,r0_cem_led,$amount|$close,Abs|CSRank|Mean|Mul|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_003,1,cluster_005
registry149:registry_004,registry_004,registry_149,phase3D_cumulative_previous_103,"CSRank(Sub(Mean($high,6),Mean($high,3)))","CSRank(Sub(Mean($high,6),Mean($high,3)))",phase3repair-direct_quota_rejected-operator_sanitize-056006c83140,ast_failure_aware_repair,$high,CSRank|Mean|Sub,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_004,1,cluster_007
registry149:registry_005,registry_005,registry_149,phase3D_cumulative_previous_103,"CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))","CSRank(CSResidual(CSRank(Mean(Abs($close),21)),CSRank(Mean(Abs($final_float_market_cap),8))))",stockpit-cem_adaptive_grammar-9f9a7656ebc5,r0_cem_led,$close|$final_float_market_cap,Abs|CSRank|CSResidual|Mean,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_005,1,cluster_008
registry149:registry_006,registry_006,registry_149,phase3D_cumulative_previous_103,"CSRank(Sub(Mean($close,8),Mean($close,5)))","CSRank(Sub(Mean($close,8),Mean($close,5)))",phase3repair-direct_quota_rejected-operator_sanitize-04c5cf6d3f47,ast_failure_aware_repair,$close,CSRank|Mean|Sub,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_006,1,cluster_010
registry149:registry_007,registry_007,registry_149,phase3D_cumulative_previous_103,"CSRank(Sub(Mean($amount,6),Mean($amount,3)))","CSRank(Sub(Mean($amount,6),Mean($amount,3)))",phase3repair-direct_quota_rejected-operator_sanitize-09b8ad3f0510,ast_failure_aware_repair,$amount,CSRank|Mean|Sub,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_007,1,cluster_011
registry149:registry_008,registry_008,registry_149,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Std($close,8)),ZScore(Std($final_float_market_cap,34))))","CSRank(Mul(ZScore(Std($close,8)),ZScore(Std($final_float_market_cap,34))))",stockpit-cem_adaptive_grammar-42de4a8e84ec,r0_cem_led,$close|$final_float_market_cap,CSRank|Mul|Std|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_008,1,cluster_012
registry149:registry_009,registry_009,registry_149,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Std($close,2)),ZScore(Std($final_float_market_cap,2))))","CSRank(Mul(ZScore(Std($close,2)),ZScore(Std($final_float_market_cap,2))))",stockpit-cem_adaptive_grammar-e26646ccab93,r0_cem_led,$close|$final_float_market_cap,CSRank|Mul|Std|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_009,1,cluster_013
registry149:registry_010,registry_010,registry_149,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Mean($final_float_market_cap,21)),ZScore(Mean($close,21))))","CSRank(Mul(ZScore(Mean($final_float_market_cap,21)),ZScore(Mean($close,21))))",stockpit-cem_adaptive_grammar-1167107a9b52,r0_cem_led,$close|$final_float_market_cap,CSRank|Mean|Mul|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_010,1,cluster_014
