source_registry,source_group,dataset,field_name,field_family,route,searcher_lane,panel_alias,pit_rule,lag_contract,repair_priority_score
global_field_route,cn_local_minute_daily_silver_v1_20260531,hfq_daily_2026,volume_shares,flow_liquidity,lagged_daily_context_feature,lagged_daily_formula_lane,ctx_hfq_volume_shares_y,same-day daily summary forbidden for open/morning decisions; use lagged context,lagged_context_only; same-day daily summary forbidden for open/morning decisions,10.8
global_field_route,cn_local_minute_daily_silver_v1_20260531,hfq_daily_2026,float_shares,capacity_size,lagged_daily_context_feature,lagged_daily_formula_lane,ctx_hfq_float_shares,same-day daily summary forbidden for open/morning decisions; use lagged context,lagged_context_only; same-day daily summary forbidden for open/morning decisions,10.6
global_field_route,cn_local_minute_daily_silver_v1_20260531,hfq_daily_2026,float_shares,capacity_size,lagged_daily_context_feature,lagged_daily_formula_lane,ctx_hfq_float_shares_x,same-day daily summary forbidden for open/morning decisions; use lagged context,lagged_context_only; same-day daily summary forbidden for open/morning decisions,10.6
global_field_route,cn_local_minute_daily_silver_v1_20260531,hfq_daily_2026,float_shares,capacity_size,lagged_daily_context_feature,lagged_daily_formula_lane,ctx_hfq_float_shares_y,same-day daily summary forbidden for open/morning decisions; use lagged context,lagged_context_only; same-day daily summary forbidden for open/morning decisions,10.6
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,rzrq_margin_xsection,RZYEZB,leverage_flow,lagged_daily_context_feature,lagged_daily_formula_lane,ctx_rzrq_rzyezb,same-day daily summary forbidden for open/morning decisions; use lagged context,lagged_context_only; same-day daily summary forbidden for open/morning decisions,10.4
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,billboard_details,BILLBOARD_NET_AMT,disclosure_event_flow,announcement_pit_feature,announcement_pit_formula_lane,ctx_billboard_billboard_net_amt,use notice/disclosure date plus conservative next-trading-day lag,announcement_PIT_notice_date_plus_next_trading_day_lag,9.1
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,billboard_details,BILLBOARD_NET_AMT,disclosure_event_flow,announcement_pit_feature,announcement_pit_formula_lane,ctx_billboard_net_bs_amt,use notice/disclosure date plus conservative next-trading-day lag,announcement_PIT_notice_date_plus_next_trading_day_lag,9.1
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,billboard_details,NET_BS_AMT,disclosure_event_flow,announcement_pit_feature,announcement_pit_formula_lane,ctx_billboard_billboard_net_amt,use notice/disclosure date plus conservative next-trading-day lag,announcement_PIT_notice_date_plus_next_trading_day_lag,9.1
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,billboard_details,NET_BS_AMT,disclosure_event_flow,announcement_pit_feature,announcement_pit_formula_lane,ctx_billboard_net_bs_amt,use notice/disclosure date plus conservative next-trading-day lag,announcement_PIT_notice_date_plus_next_trading_day_lag,9.1
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,billboard_details,TURNOVERRATE,flow_liquidity,announcement_pit_feature,announcement_pit_formula_lane,ctx_billboard_turnoverrate,use notice/disclosure date plus conservative next-trading-day lag,announcement_PIT_notice_date_plus_next_trading_day_lag,10.8
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,holder_num_detail,CHANGE_SHARES,capacity_size,announcement_pit_feature,announcement_pit_formula_lane,ctx_holder_change_shares,use notice/disclosure date plus conservative next-trading-day lag,announcement_PIT_notice_date_plus_next_trading_day_lag,10.6
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,billboard_details,FREE_MARKET_CAP,capacity_size,announcement_pit_feature,announcement_pit_formula_lane,ctx_billboard_free_market_cap,use notice/disclosure date plus conservative next-trading-day lag,announcement_PIT_notice_date_plus_next_trading_day_lag,10.6
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,rzrq_margin_xsection,SPJ,leverage_flow,lagged_daily_context_feature,lagged_daily_formula_lane,ctx_rzrq_spj,same-day daily summary forbidden for open/morning decisions; use lagged context,lagged_context_only; same-day daily summary forbidden for open/morning decisions,10.4
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,rzrq_margin_xsection,ZDF,leverage_flow,lagged_daily_context_feature,lagged_daily_formula_lane,ctx_rzrq_zdf,same-day daily summary forbidden for open/morning decisions; use lagged context,lagged_context_only; same-day daily summary forbidden for open/morning decisions,10.4
global_field_route,cn_local_minute_daily_silver_v1_20260531\stock_1min_2026_parquet_by_date,stock_1min_2026,pct_chg,price_state,stock_minute_feature,pit_context_formula_lane,ctx_hfq_pct_chg,only use data from the observed minute window; later bars forbidden,lagged_context_only; same-day daily summary forbidden for open/morning decisions,10.2
global_field_route,cn_local_minute_daily_silver_v1_20260531\stock_1min_2026_parquet_by_date,stock_1min_2026,pct_chg,price_state,stock_minute_feature,pit_context_formula_lane,ctx_hfq_pct_chg_x,only use data from the observed minute window; later bars forbidden,lagged_context_only; same-day daily summary forbidden for open/morning decisions,10.2
global_field_route,cn_local_minute_daily_silver_v1_20260531\stock_1min_2026_parquet_by_date,stock_1min_2026,pct_chg,price_state,stock_minute_feature,pit_context_formula_lane,ctx_hfq_pct_chg_y,only use data from the observed minute window; later bars forbidden,lagged_context_only; same-day daily summary forbidden for open/morning decisions,10.2
global_field_route,cn_local_minute_daily_silver_v1_20260531\stock_1min_2026_parquet_by_date,stock_1min_2026,pct_chg,price_state,stock_minute_feature,pit_context_formula_lane,m1_pct_chg_first,only use data from the observed minute window; later bars forbidden,lagged_context_only; same-day daily summary forbidden for open/morning decisions,10.2
global_field_route,cn_local_minute_daily_silver_v1_20260531\stock_1min_2026_parquet_by_date,stock_1min_2026,pre_close,price_state,stock_minute_feature,pit_context_formula_lane,m1_pre_close,only use data from the observed minute window; later bars forbidden,lagged_context_only; same-day daily summary forbidden for open/morning decisions,10.2
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,billboard_details,BILLBOARD_BUY_AMT,disclosure_event_flow,announcement_pit_feature,announcement_pit_formula_lane,ctx_billboard_billboard_buy_amt,use notice/disclosure date plus conservative next-trading-day lag,announcement_PIT_notice_date_plus_next_trading_day_lag,9.1
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,billboard_details,BILLBOARD_DEAL_AMT,disclosure_event_flow,announcement_pit_feature,announcement_pit_formula_lane,ctx_billboard_billboard_deal_amt,use notice/disclosure date plus conservative next-trading-day lag,announcement_PIT_notice_date_plus_next_trading_day_lag,9.1
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,billboard_details,BILLBOARD_SELL_AMT,disclosure_event_flow,announcement_pit_feature,announcement_pit_formula_lane,ctx_billboard_billboard_sell_amt,use notice/disclosure date plus conservative next-trading-day lag,announcement_PIT_notice_date_plus_next_trading_day_lag,9.1
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,billboard_details,BUY_RATIO,disclosure_event_flow,announcement_pit_feature,announcement_pit_formula_lane,ctx_billboard_buy_ratio,use notice/disclosure date plus conservative next-trading-day lag,announcement_PIT_notice_date_plus_next_trading_day_lag,9.1
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,billboard_details,DEAL_NET_RATIO,disclosure_event_flow,announcement_pit_feature,announcement_pit_formula_lane,ctx_billboard_deal_net_ratio,use notice/disclosure date plus conservative next-trading-day lag,announcement_PIT_notice_date_plus_next_trading_day_lag,9.1
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,billboard_details,SELL_RATIO,disclosure_event_flow,announcement_pit_feature,announcement_pit_formula_lane,ctx_billboard_sell_ratio,use notice/disclosure date plus conservative next-trading-day lag,announcement_PIT_notice_date_plus_next_trading_day_lag,9.1
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,billboard_details,SUM_BUY_AMT,disclosure_event_flow,announcement_pit_feature,announcement_pit_formula_lane,ctx_billboard_sum_buy_amt,use notice/disclosure date plus conservative next-trading-day lag,announcement_PIT_notice_date_plus_next_trading_day_lag,9.1
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,billboard_details,SUM_SELL_AMT,disclosure_event_flow,announcement_pit_feature,announcement_pit_formula_lane,ctx_billboard_sum_sell_amt,use notice/disclosure date plus conservative next-trading-day lag,announcement_PIT_notice_date_plus_next_trading_day_lag,9.1
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,billboard_buy,CHANGE_RATE,price_state,announcement_pit_feature,announcement_pit_formula_lane,ctx_billboard_change_rate,use notice/disclosure date plus conservative next-trading-day lag,announcement_PIT_notice_date_plus_next_trading_day_lag,7.4
global_field_route,cn_public_xsection_no_kline_silver_v1_20260530,billboard_buy,CLOSE_PRICE,price_state,announcement_pit_feature,announcement_pit_formula_lane,ctx_holder_close_price,use notice/disclosure date plus conservative next-trading-day lag,announcement_PIT_notice_date_plus_next_trading_day_lag,7.4
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,cash_flow_sheet_report_em,END_CCE,price_state,announcement_pit_feature,announcement_pit_formula_lane,ctx_fund_cf_end_cce,use notice/disclosure date plus conservative next-trading-day lag,announcement_PIT_notice_date_plus_next_trading_day_lag,7.4
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,cash_flow_sheet_report_em,NETCASH_FINANCE,price_state,announcement_pit_feature,announcement_pit_formula_lane,ctx_fund_cf_netcash_finance,use notice/disclosure date plus conservative next-trading-day lag,announcement_PIT_notice_date_plus_next_trading_day_lag,7.4
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,cash_flow_sheet_report_em,NETCASH_INVEST,price_state,announcement_pit_feature,announcement_pit_formula_lane,ctx_fund_cf_netcash_invest,use notice/disclosure date plus conservative next-trading-day lag,announcement_PIT_notice_date_plus_next_trading_day_lag,7.4
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,cash_flow_sheet_report_em,TOTAL_OPERATE_INFLOW,price_state,announcement_pit_feature,announcement_pit_formula_lane,ctx_fund_cf_total_operate_inflow,use notice/disclosure date plus conservative next-trading-day lag,announcement_PIT_notice_date_plus_next_trading_day_lag,7.4
global_field_route,cn_fundamental_akshare_batch_v1_20260531\aggregated_v1,cash_flow_sheet_report_em,TOTAL_OPERATE_OUTFLOW,price_state,announcement_pit_feature,announcement_pit_formula_lane,ctx_fund_cf_total_operate_outflow,use notice/disclosure date plus conservative next-trading-day lag,announcement_PIT_notice_date_plus_next_trading_day_lag,7.4
global_field_route,cn_local_minute_daily_silver_v1_20260531,hfq_daily_2026,amplitude_pct,price_state,lagged_daily_context_feature,lagged_daily_formula_lane,ctx_hfq_amplitude_pct,same-day daily summary forbidden for open/morning decisions; use lagged context,lagged_context_only; same-day daily summary forbidden for open/morning decisions,7.4
global_field_route,cn_local_minute_daily_silver_v1_20260531,hfq_daily_2026,amplitude_pct,price_state,lagged_daily_context_feature,lagged_daily_formula_lane,ctx_hfq_amplitude_pct_x,same-day daily summary forbidden for open/morning decisions; use lagged context,lagged_context_only; same-day daily summary forbidden for open/morning decisions,7.4
global_field_route,cn_local_minute_daily_silver_v1_20260531,hfq_daily_2026,amplitude_pct,price_state,lagged_daily_context_feature,lagged_daily_formula_lane,ctx_hfq_amplitude_pct_y,same-day daily summary forbidden for open/morning decisions; use lagged context,lagged_context_only; same-day daily summary forbidden for open/morning decisions,7.4
nonminute_system_integration,cn_local_minute_daily_silver_v1_20260531\hfq_daily_2024_2025\year=2024\part.parquet,year=2024,ma10,price_state,lagged_daily_context,lagged_daily_formula_lane,ctx_hfq_ma10,join on signal_date = prior trading day; same-day close/state fields forbidden for intraday decisions,lagged_context_only; same-day daily summary forbidden for open/morning decisions,7.2
nonminute_system_integration,cn_local_minute_daily_silver_v1_20260531\hfq_daily_2024_2025\year=2024\part.parquet,year=2024,ma10,price_state,lagged_daily_context,lagged_daily_formula_lane,ctx_hfq_ma10_x,join on signal_date = prior trading day; same-day close/state fields forbidden for intraday decisions,lagged_context_only; same-day daily summary forbidden for open/morning decisions,7.2
nonminute_system_integration,cn_local_minute_daily_silver_v1_20260531\hfq_daily_2024_2025\year=2024\part.parquet,year=2024,ma10,price_state,lagged_daily_context,lagged_daily_formula_lane,ctx_hfq_ma10_y,join on signal_date = prior trading day; same-day close/state fields forbidden for intraday decisions,lagged_context_only; same-day daily summary forbidden for open/morning decisions,7.2
nonminute_system_integration,cn_local_minute_daily_silver_v1_20260531\hfq_daily_2024_2025\year=2024\part.parquet,year=2024,ma120,price_state,lagged_daily_context,lagged_daily_formula_lane,ctx_hfq_ma120,join on signal_date = prior trading day; same-day close/state fields forbidden for intraday decisions,lagged_context_only; same-day daily summary forbidden for open/morning decisions,7.2
nonminute_system_integration,cn_local_minute_daily_silver_v1_20260531\hfq_daily_2024_2025\year=2024\part.parquet,year=2024,ma120,price_state,lagged_daily_context,lagged_daily_formula_lane,ctx_hfq_ma120_x,join on signal_date = prior trading day; same-day close/state fields forbidden for intraday decisions,lagged_context_only; same-day daily summary forbidden for open/morning decisions,7.2
nonminute_system_integration,cn_local_minute_daily_silver_v1_20260531\hfq_daily_2024_2025\year=2024\part.parquet,year=2024,ma120,price_state,lagged_daily_context,lagged_daily_formula_lane,ctx_hfq_ma120_y,join on signal_date = prior trading day; same-day close/state fields forbidden for intraday decisions,lagged_context_only; same-day daily summary forbidden for open/morning decisions,7.2
nonminute_system_integration,cn_local_minute_daily_silver_v1_20260531\hfq_daily_2024_2025\year=2024\part.parquet,year=2024,ma20,price_state,lagged_daily_context,lagged_daily_formula_lane,ctx_hfq_ma20,join on signal_date = prior trading day; same-day close/state fields forbidden for intraday decisions,lagged_context_only; same-day daily summary forbidden for open/morning decisions,7.2
nonminute_system_integration,cn_local_minute_daily_silver_v1_20260531\hfq_daily_2024_2025\year=2024\part.parquet,year=2024,ma20,price_state,lagged_daily_context,lagged_daily_formula_lane,ctx_hfq_ma20_x,join on signal_date = prior trading day; same-day close/state fields forbidden for intraday decisions,lagged_context_only; same-day daily summary forbidden for open/morning decisions,7.2
nonminute_system_integration,cn_local_minute_daily_silver_v1_20260531\hfq_daily_2024_2025\year=2024\part.parquet,year=2024,ma20,price_state,lagged_daily_context,lagged_daily_formula_lane,ctx_hfq_ma20_y,join on signal_date = prior trading day; same-day close/state fields forbidden for intraday decisions,lagged_context_only; same-day daily summary forbidden for open/morning decisions,7.2
nonminute_system_integration,cn_local_minute_daily_silver_v1_20260531\hfq_daily_2024_2025\year=2024\part.parquet,year=2024,ma250,price_state,lagged_daily_context,lagged_daily_formula_lane,ctx_hfq_ma250,join on signal_date = prior trading day; same-day close/state fields forbidden for intraday decisions,lagged_context_only; same-day daily summary forbidden for open/morning decisions,7.2
nonminute_system_integration,cn_local_minute_daily_silver_v1_20260531\hfq_daily_2024_2025\year=2024\part.parquet,year=2024,ma250,price_state,lagged_daily_context,lagged_daily_formula_lane,ctx_hfq_ma250_x,join on signal_date = prior trading day; same-day close/state fields forbidden for intraday decisions,lagged_context_only; same-day daily summary forbidden for open/morning decisions,7.2
nonminute_system_integration,cn_local_minute_daily_silver_v1_20260531\hfq_daily_2024_2025\year=2024\part.parquet,year=2024,ma250,price_state,lagged_daily_context,lagged_daily_formula_lane,ctx_hfq_ma250_y,join on signal_date = prior trading day; same-day close/state fields forbidden for intraday decisions,lagged_context_only; same-day daily summary forbidden for open/morning decisions,7.2
nonminute_system_integration,cn_local_minute_daily_silver_v1_20260531\hfq_daily_2024_2025\year=2024\part.parquet,year=2024,ma5,price_state,lagged_daily_context,lagged_daily_formula_lane,ctx_hfq_ma5,join on signal_date = prior trading day; same-day close/state fields forbidden for intraday decisions,lagged_context_only; same-day daily summary forbidden for open/morning decisions,7.2
nonminute_system_integration,cn_local_minute_daily_silver_v1_20260531\hfq_daily_2024_2025\year=2024\part.parquet,year=2024,ma5,price_state,lagged_daily_context,lagged_daily_formula_lane,ctx_hfq_ma5_x,join on signal_date = prior trading day; same-day close/state fields forbidden for intraday decisions,lagged_context_only; same-day daily summary forbidden for open/morning decisions,7.2
nonminute_system_integration,cn_local_minute_daily_silver_v1_20260531\hfq_daily_2024_2025\year=2024\part.parquet,year=2024,ma5,price_state,lagged_daily_context,lagged_daily_formula_lane,ctx_hfq_ma5_y,join on signal_date = prior trading day; same-day close/state fields forbidden for intraday decisions,lagged_context_only; same-day daily summary forbidden for open/morning decisions,7.2
nonminute_system_integration,cn_local_minute_daily_silver_v1_20260531\hfq_daily_2024_2025\year=2024\part.parquet,year=2024,ma60,price_state,lagged_daily_context,lagged_daily_formula_lane,ctx_hfq_ma60,join on signal_date = prior trading day; same-day close/state fields forbidden for intraday decisions,lagged_context_only; same-day daily summary forbidden for open/morning decisions,7.2
nonminute_system_integration,cn_local_minute_daily_silver_v1_20260531\hfq_daily_2024_2025\year=2024\part.parquet,year=2024,ma60,price_state,lagged_daily_context,lagged_daily_formula_lane,ctx_hfq_ma60_x,join on signal_date = prior trading day; same-day close/state fields forbidden for intraday decisions,lagged_context_only; same-day daily summary forbidden for open/morning decisions,7.2
nonminute_system_integration,cn_local_minute_daily_silver_v1_20260531\hfq_daily_2024_2025\year=2024\part.parquet,year=2024,ma60,price_state,lagged_daily_context,lagged_daily_formula_lane,ctx_hfq_ma60_y,join on signal_date = prior trading day; same-day close/state fields forbidden for intraday decisions,lagged_context_only; same-day daily summary forbidden for open/morning decisions,7.2
nonminute_system_integration,cn_zzshare_uplimit_history_silver_v1_20260531\uplimit_trend\uplimit_trend.parquet,uplimit_trend,nums_DT,limit_event,timestamped_market_intraday_event,event_state_machine_formula_lane,mkt_nums_DT_at_0930,market event state can gate only after row time; no later cutoff fields in earlier horizons,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,6.0
nonminute_system_integration,cn_zzshare_uplimit_history_silver_v1_20260531\uplimit_trend\uplimit_trend.parquet,uplimit_trend,nums_DT,limit_event,timestamped_market_intraday_event,event_state_machine_formula_lane,mkt_nums_DT_at_0935,market event state can gate only after row time; no later cutoff fields in earlier horizons,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,6.0
nonminute_system_integration,cn_zzshare_uplimit_history_silver_v1_20260531\uplimit_trend\uplimit_trend.parquet,uplimit_trend,nums_DT,limit_event,timestamped_market_intraday_event,event_state_machine_formula_lane,mkt_nums_DT_at_1000,market event state can gate only after row time; no later cutoff fields in earlier horizons,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,6.0
nonminute_system_integration,cn_zzshare_uplimit_history_silver_v1_20260531\uplimit_trend\uplimit_trend.parquet,uplimit_trend,nums_DT,limit_event,timestamped_market_intraday_event,event_state_machine_formula_lane,mkt_nums_DT_at_1130,market event state can gate only after row time; no later cutoff fields in earlier horizons,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,6.0
nonminute_system_integration,cn_zzshare_uplimit_history_silver_v1_20260531\uplimit_trend\uplimit_trend.parquet,uplimit_trend,nums_ZT,limit_event,timestamped_market_intraday_event,event_state_machine_formula_lane,mkt_nums_DT_at_0930,market event state can gate only after row time; no later cutoff fields in earlier horizons,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,6.0
nonminute_system_integration,cn_zzshare_uplimit_history_silver_v1_20260531\uplimit_trend\uplimit_trend.parquet,uplimit_trend,nums_ZT,limit_event,timestamped_market_intraday_event,event_state_machine_formula_lane,mkt_nums_DT_at_0935,market event state can gate only after row time; no later cutoff fields in earlier horizons,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,6.0
nonminute_system_integration,cn_zzshare_uplimit_history_silver_v1_20260531\uplimit_trend\uplimit_trend.parquet,uplimit_trend,nums_ZT,limit_event,timestamped_market_intraday_event,event_state_machine_formula_lane,mkt_nums_DT_at_1000,market event state can gate only after row time; no later cutoff fields in earlier horizons,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,6.0
nonminute_system_integration,cn_zzshare_uplimit_history_silver_v1_20260531\uplimit_trend\uplimit_trend.parquet,uplimit_trend,nums_ZT,limit_event,timestamped_market_intraday_event,event_state_machine_formula_lane,mkt_nums_DT_at_1130,market event state can gate only after row time; no later cutoff fields in earlier horizons,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,6.0
nonminute_system_integration,cn_zzshare_uplimit_history_silver_v1_20260531\uplimit_trend\uplimit_trend.parquet,uplimit_trend,nums_ZTZB,limit_event,timestamped_market_intraday_event,event_state_machine_formula_lane,mkt_nums_ZTZB_at_0930,market event state can gate only after row time; no later cutoff fields in earlier horizons,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,6.0
nonminute_system_integration,cn_zzshare_uplimit_history_silver_v1_20260531\uplimit_trend\uplimit_trend.parquet,uplimit_trend,nums_ZTZB,limit_event,timestamped_market_intraday_event,event_state_machine_formula_lane,mkt_nums_ZTZB_at_0935,market event state can gate only after row time; no later cutoff fields in earlier horizons,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,6.0
nonminute_system_integration,cn_zzshare_uplimit_history_silver_v1_20260531\uplimit_trend\uplimit_trend.parquet,uplimit_trend,nums_ZTZB,limit_event,timestamped_market_intraday_event,event_state_machine_formula_lane,mkt_nums_ZTZB_at_1000,market event state can gate only after row time; no later cutoff fields in earlier horizons,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,6.0
nonminute_system_integration,cn_zzshare_uplimit_history_silver_v1_20260531\uplimit_trend\uplimit_trend.parquet,uplimit_trend,nums_ZTZB,limit_event,timestamped_market_intraday_event,event_state_machine_formula_lane,mkt_nums_ZTZB_at_1130,market event state can gate only after row time; no later cutoff fields in earlier horizons,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,6.0
nonminute_system_integration,cn_zzshare_uplimit_history_silver_v1_20260531\uplimit_trend\uplimit_trend.parquet,uplimit_trend,open_board_count,limit_event,timestamped_market_intraday_event,event_state_machine_formula_lane,mkt_open_board_count_at_0930,market event state can gate only after row time; no later cutoff fields in earlier horizons,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,6.0
nonminute_system_integration,cn_zzshare_uplimit_history_silver_v1_20260531\uplimit_trend\uplimit_trend.parquet,uplimit_trend,open_board_count,limit_event,timestamped_market_intraday_event,event_state_machine_formula_lane,mkt_open_board_count_at_0935,market event state can gate only after row time; no later cutoff fields in earlier horizons,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,6.0
nonminute_system_integration,cn_zzshare_uplimit_history_silver_v1_20260531\uplimit_trend\uplimit_trend.parquet,uplimit_trend,open_board_count,limit_event,timestamped_market_intraday_event,event_state_machine_formula_lane,mkt_open_board_count_at_1000,market event state can gate only after row time; no later cutoff fields in earlier horizons,event_cutoff_required; same-day use allowed only after observable cutoff; otherwise lag1,6.0
